Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2025,XWEQ,FRA:XWEQ,IE0003NQ0IY5,Rynki Rozwinięte,Akcje - factor,XTRACKERS MSCI WORLD QUALITY ESG UCITS ETF,Xtrackers,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,25%",128,151,USD,,,,,,,,,,,,,,
2025,K0MR,FRA:K0MR,IE000FPWSL69,Rynki Rozwinięte,Akcje - factor,L&G GERD KOMMER MULTIFACTOR EQUITY UCITS ETF USD DISTRIBUTING,L&G,Distributing,2023,Irlandia,Fizyczna,nie,tak,nie,"0,50%",108,402,USD,,Co 3M,,,,,,"1,9%",,,,,,
2025,CBUI,FRA:CBUI,IE000H1H16W5,Rynki Rozwinięte,Akcje - factor,ISHARES MSCI WORLD VALUE FACTOR ADVANCED UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,25%",286,248,USD,,,,,,,,,,,,,,
2025,QDEV,FRA:QDEV,IE000IISJT64,Rynki Rozwinięte,Akcje - factor,SPDR S&P DEVELOPED QUALITY ARISTOCRATS UCITS ETF,SPDR,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,35%",34,99,USD,,,,,,,,,,,,,,
2025,CBUH,FRA:CBUH,IE000L5NW549,Rynki Rozwinięte,Akcje - factor,ISHARES MSCI WORLD MOMENTUM FACTOR ADVANCED UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,25%",196,167,USD,,,,,,,,,,,,,,
2020,MVOL,LON:MVOL,IE00B8FHGS14,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY UCITS ,iShares,Accumulating,2012,Irlandia,Fizyczna,tak,tak,nie,"0,30%",2 507,284,USD,,,,,,,,,"72,86",USD,"64,92","78,66","92,6%","82,5%"
2020,IQQ0,FRA:IQQ0,IE00B8FHGS14,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY UCITS ,iShares,Accumulating,2012,Irlandia,Fizyczna,tak,tak,tak,"0,30%",2 507,284,USD,,,,,,,,,,,,,,
2020,IWVU,LON:IWVU,IE00BFYTYS33,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD VALUE FACTOR UCITS ,iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,tak,"0,25%",140,398,USD,,Co 6M,"2,8%","1,9%","1,6%","3,0%","3,5%","3,4%","7,56",USD,"5,05","7,59","99,6%","66,5%"
2025,WMVG,LON:WMVG,IE00BGPP8L80,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY UCITS ETF GBP HEDGED (ACC),iShares,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,35%",90,284,GBP,tak,,,,,,,,"7,86",GBP,"7,05","7,99","98,4%","88,2%"
2020,WVAL,LON:WVAL,IE00BJXRT813,Rynki Rozwinięte,Akcje - factor,SPDR MSCI WORLD VALUE UCITS ETF,SPDR,Accumulating,2020,Irlandia,Fizyczna,nie,nie,tak,"0,25%",62,350,USD,,,,,,,,,"42,61",USD,"28,37","42,61","100,0%","66,6%"
2024,MVEW,FRA:MVEW,IE00BKVL7778,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY ESG UCITS ETF,iShares,Accumulating,2020,Irlandia,Fizyczna,nie,tak,tak,"0,30%",448,233,USD,,,,,,,,,,,,,,
2024,XDEQ,FRA:XDEQ,IE00BL25JL35,Rynki Rozwinięte,Akcje - factor,XTRACKERS MSCI WORLD QUALITY UCITS (ACC EUR),Xtrackers,Accumulating,2014,Irlandia,Fizyczna,nie,tak,tak,"0,25%",2 127,299,USD,,,,,,,,,,,,,,
2022,XDEV,FRA:XDEV,IE00BL25JM42,Rynki Rozwinięte,Akcje - factor,XTRACKERS MSCI WORLD VALUE UCITS ETF,Xtrackers,Accumulating,2014,Irlandia,Fizyczna,nie,tak,tak,"0,25%",2 309,399,USD,,,,,,,,,,,,,,
2024,XDEB,FRA:XDEB,IE00BL25JN58,Rynki Rozwinięte,Akcje - factor,XTRACKERS MSCI WORLD MINIMUM VOLATILITY UCITS ETF,Xtrackers,Accumulating,2014,Irlandia,Fizyczna,nie,tak,tak,"0,25%",642,282,USD,,,,,,,,,,,,,,
2020,XDEM,FRA:XDEM,IE00BL25JP72,Rynki Rozwinięte,Akcje - factor,XTRACKERS MSCI WORLD MOMENTUM UCITS ETF,Xtrackers,Accumulating,2014,Irlandia,Fizyczna,nie,tak,tak,"0,25%",1 521,349,USD,,,,,,,,,,,,,,
2020,IWQU,LON:IWQU,IE00BP3QZ601,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD QUALITY FACTOR UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,tak,tak,tak,"0,25%",3 606,298,USD,,,,,,,,,"81,06",USD,59,82,"98,9%","72,0%"
2020,IWQU,FRA:IS3Q,IE00BP3QZ601,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD QUALITY FACTOR UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,nie,tak,nie,"0,25%",3 606,298,USD,,,,,,,,,,,,,,
2020,IWMO,LON:IWMO,IE00BP3QZ825,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MOMENT UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,nie,tak,nie,"0,25%",2 669,351,USD,,,,,,,,,"99,66",USD,"67,44","99,74","99,9%","67,6%"
2020,IS3R,FRA:IS3R,IE00BP3QZ825,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MOMENT UCITS,iShares,Accumulating,2014,Irlandia,Fizyczna,tak,tak,tak,"0,25%",2 669,351,USD,,,,,,,,,,,,,,
2020,IWVL,LON:IWVL,IE00BP3QZB59,Rynki Rozwinięte,Akcje - factor,ISHARES MSCI WORLD VALUE FACTOR UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,nie,tak,tak,"0,25%",3 370,398,USD,,,,,,,,,"61,09",USD,"39,5","61,7","99,0%","64,0%"
2023,IWFV,LON:IWFV,IE00BP3QZB59,Rynki Rozwinięte,Akcje - factor,ISHARES MSCI WORLD VALUE FACTOR UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,nie,tak,nie,"0,25%",3 370,398,USD,,,,,,,,,"4 521,00",GBX,3061,4568,"99,0%","67,0%"
2020,IS3S,FRA:IS3S,IE00BP3QZB59,Rynki Rozwinięte,Akcje - factor,ISHARES MSCI WORLD VALUE FACTOR UCITS ,iShares,Accumulating,2014,Irlandia,Fizyczna,tak,tak,nie,"0,25%",3 370,398,USD,,,,,,,,,,,,,,
2020,SXR0,FRA:SXR0,IE00BYXPXL17,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY UCITS ETF EUR HEDGED (ACC),iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,35%",250,284,EUR,tak,,,,,,,,,,,,,
2020,IBCZ,FRA:IBCZ,IE00BZ0PKT83,Rynki Rozwinięte,Akcje - factor,ISHARES EDGE MSCI WLD MULTIFACTOR UCTS ETF USD  ,iShares,Accumulating,2015,Irlandia,Fizyczna,nie,tak,tak,"0,30%",596,264,USD,,,,,,,,,,,,,,
2025,GSDE,FRA:GSDE,LU2439874319,Rynki Rozwinięte,Akcje - factor,FRANKFURTER UCITS ETF MODERN VALUE,Axxion,Distributing,2022,Luksemburg,Fizyczna,nie,tak,nie,"0,52%",71,,EUR,,,,,,,"1,8%",,,,,,,
2020,XDWF,FRA:XDWF,IE00BM67HL84,Rynki Rozwinięte,Akcje - finanse,DB XTRACKERS MSCI WORLD FINANCIAL UCITS ,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,nie,"0,25%",859,230,USD,,,,,,,,,,,,,,
2025,WFIN,AMS:WFIN,IE00BYTRR970,Rynki Rozwinięte,Akcje - finanse,SPDR MSCI WORLD FINANCIALS UCITS ETF,SPDR,Accumulating,2016,Irlandia,Fizyczna,nie,nie,tak,"0,30%",271,230,USD,,,,,,,,,"82,39",EUR,"59,28","82,39","100,0%","72,0%"
2025,UBUD,FRA:UBUD,LU0533032859,Rynki Rozwinięte,Akcje - finanse,AMUNDI MSCI WORLD FINANCIALS UCITS ETF EUR ACC,Amundi,Accumulating,2010,Luksemburg,Synt.,nie,tak,nie,"0,30%",152,,EUR,,,,,,,,,,,,,,
2020,ZPRS,FRA:ZPRS,IE00BCBJG560,Rynki Rozwinięte,Akcje - małe spółki,SPDR MSCI WORLD SMALL CAP ETF,SPDR,Accumulating,2013,Irlandia,Fizyczna,nie,tak,tak,"0,45%",1 301,3 512,USD,,,,,,,,,,,,,,
2020,WSML,LON:WSML,IE00BF4RFH31,Rynki Rozwinięte,Akcje - małe spółki,ISHARES MSCI WORLD SMALL CAP UCITS ,iShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,nie,"0,35%",5 504,3 329,USD,,,,,,,,,"9,24",USD,"6,27","9,5","97,3%","66,0%"
2020,IUSN,FRA:IUSN,IE00BF4RFH31,Rynki Rozwinięte,Akcje - małe spółki,ISHARES MSCI WORLD SMALL CAP UCITS ,iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,35%",5 504,3 329,USD,,,,,,,,,,,,,,
2025,EMKX,FRA:EMKX,IE00BKSCBX74,Rynki Rozwinięte,Akcje - małe spółki,UBS MSCI WORLD SMALL CAP SOCIALLY RESPONSIBLE UCITS ETF USD ACC,UBS,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,23%",524,730,USD,,,,,,,,,,,,,,
2025,AREG,LON:AREG,IE000GGQK173,Rynki Rozwinięte,Akcje - nieruchomości,ABRDN FUTURE REAL ESTATE UCITS ETF USD ACCUMULATING ETF,abrdn,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,40%",77,,USD,,,,,,,,,"811,10",GBX,"717,7",852,"95,2%","84,2%"
2020,IWDP,LON:IWDP,IE00B1FZS350,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,tak,nie,"0,59%",869,322,USD,,Co 3M,"3,5%","2,5%","2,9%","2,8%","3,1%","3,2%","1 780,50",GBX,"1591,5",1906,"93,4%","83,5%"
2020,IDWP,LON:IDWP,IE00B1FZS350,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,tak,nie,"0,59%",869,322,USD,,Co 3M,"3,5%","2,5%","2,9%","2,8%","3,1%","3,2%","24,02",USD,"20,35","25,05","95,9%","81,2%"
2020,IQQ6,FRA:IQQ6,IE00B1FZS350,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS,iShares,Distributing,2006,Irlandia,Fizyczna,tak,tak,nie,"0,59%",869,322,USD,,Co 3M,"3,5%","2,5%","2,9%","2,8%","3,1%","3,2%",,,,,,
2020,IWDP,AMS:IWDP,IE00B1FZS350,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,nie,tak,"0,59%",869,322,USD,,Co 3M,"3,5%","2,5%","2,9%","2,8%","3,1%","3,2%","20,55",EUR,"18,42","22,9","89,7%","80,4%"
2025,HPRD,LON:HPRD,IE00B5L01S80,Rynki Rozwinięte,Akcje - nieruchomości,HSBC FTSE EPRA NAREIT DEVELOPED UCITS ETF,HSBC,Distributing,2011,Irlandia,Fizyczna,nie,nie,tak,"0,24%",1 365,358,USD,,Co 3M,,,"2,9%","2,8%","3,5%","3,4%","22,35",USD,"18,65","23,1","96,8%","80,7%"
2025,H4ZL,FRA:H4ZL,IE00B5L01S80,Rynki Rozwinięte,Akcje - nieruchomości,HSBC FTSE EPRA NAREIT DEVELOPED UCITS ETF,HSBC,Distributing,2011,Irlandia,Fizyczna,nie,tak,nie,"0,24%",1 365,358,USD,,Co 3M,,,"2,9%","2,8%","3,5%","3,4%",,,,,,
2020,DPYE,LON:DPYE,IE00BDZVHD04,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ETF EUR HEDGED (ACC),iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,64%",60,322,EUR,tak,,,,,,,,"5,90",EUR,5,"6,15","95,9%","81,3%"
2020,DPYA,LON:DPYA,IE00BFM6T921,Rynki Rozwinięte,Akcje - nieruchomości,ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ETF - ACC,iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,59%",324,322,USD,,,,,,,,,"6,00",USD,"4,96","6,2","96,8%","80,0%"
2025,IVDF,FRA:IVDF,IE000BRM9046,Rynki Rozwinięte,Akcje - obronność,INVESCO DEFENCE INNOVATION UCITS ETF ACC,Invesco,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,35%",41,56,USD,,,,,,,,,,,,,,
2025,ETFNATO,WSE:ETFNATO,IE000OJ5TQP4,Rynki Rozwinięte,Akcje - obronność,HANETF FUTURE OF DEFENCE UCITS ETF,HanETF,Accumulating,2023,Irlandia,Fizyczna,tak,tak,tak,"0,49%",2 455,60,USD,,,,,,,,,"69,91",PLN,"63,67","74,85","93,4%","85,1%"
2025,NATO,LON:NATO,IE000OJ5TQP4,Rynki Rozwinięte,Akcje - obronność,HANETF FUTURE OF DEFENCE UCITS ETF,HanETF,Accumulating,2023,Irlandia,Fizyczna,tak,nie,nie,"0,49%",2 455,60,USD,,,,,,,,,"19,38",USD,"11,62","20,21","95,9%","57,5%"
2023,ASWC,FRA:ASWC,IE000OJ5TQP4,Rynki Rozwinięte,Akcje - obronność,HANETF FUTURE OF DEFENCE UCITS ETF,HanETF,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,49%",2 455,60,USD,,,,,,,,,,,,,,
2025,ARCG,LON:ARCG,IE000O5M6XO1,Rynki Rozwinięte,Akcje - ochrona zdrowia,ARK GENOMIC REVOLUTION UCITS ETF USD ACCUMULATING,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,75%",21,34,USD,,,,,,,,,"410,10",GBX,"244,62","474,45","86,4%","51,6%"
2020,XDWH,FRA:XDWH,IE00BM67HK77,Rynki Rozwinięte,Akcje - ochrona zdrowia,DB XTRACKERS MSCI WORLD HEALTH CARE INDEX UCITS ,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,tak,"0,25%",2 397,124,USD,,,,,,,,,,,,,,
2023,LYPE,FRA:LYPE,LU0533033238,Rynki Rozwinięte,Akcje - ochrona zdrowia,AMUNDI MSCI WORLD HEALTH CARE UCITS ETF EUR ACC,Amundi,Accumulating,2010,Luksemburg,Synt.,nie,tak,tak,"0,30%",624,,EUR,,,,,,,,,,,,,,
2025,XDWI,LON:XDWI,IE00BM67HV82,Rynki Rozwinięte,Akcje - przemysł,XTRACKERS MSCI WORLD INDUSTRIALS UCITS ETF,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,25%",492,251,USD,,,,,,,,,"79,10",USD,"53,96","79,15","99,9%","68,2%"
2024,XDWI,FRA:XDWI,IE00BM67HV82,Rynki Rozwinięte,Akcje - przemysł,XTRACKERS MSCI WORLD INDUSTRIALS UCITS ETF,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,25%",492,251,USD,,,,,,,,,,,,,,
2025,MWEQ,LON:MWEQ,IE000OEF25S1,Rynki Rozwinięte,Akcje - równe wagi,INVESCO MSCI WORLD EQUAL WEIGHT UCITS ETF ACC,Invesco,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,20%",530,1 322,USD,,,,,,,,,"6,23",USD,"4,63","6,23","100,0%","74,3%"
2025,MWEQ,FRA:MWEQ,IE000OEF25S1,Rynki Rozwinięte,Akcje - równe wagi,INVESCO MSCI WORLD EQUAL WEIGHT UCITS ETF ACC,Invesco,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,20%",530,1 322,USD,,,,,,,,,,,,,,
2025,TSWE,FRA:TSWE,NL0010408704,Rynki Rozwinięte,Akcje - równe wagi,VANECK SUSTAINABLE WORLD EQUAL WEIGHT UCITS ETF,VanEck,Distributing,2013,Holandia,Fizyczna,tak,nie,nie,"0,20%",1 029,252,EUR,,Co 3M,"2,9%","1,9%","2,1%","2,0%","2,5%","2,5%",,,,,,
2022,TSWE,AMS:TSWE,NL0010408704,Rynki Rozwinięte,Akcje - równe wagi,VANECK SUSTAINABLE WORLD EQUAL WEIGHT UCITS ETF,VanEck,Distributing,2013,Holandia,Fizyczna,nie,tak,tak,"0,20%",1 029,252,EUR,,Co 3M,"2,9%","1,9%","2,1%","2,0%","2,5%","2,5%","37,80",EUR,"28,11","37,82","99,9%","74,3%"
2025,D6RP,FRA:D6RP,DE000ETFL581,Rynki Rozwinięte,Akcje - SRI,DEKA MSCI WORLD CLIMATE CHANGE ESG UCITS ETF,Deka ETFs,Distributing,2020,Niemcy,Fizyczna,nie,tak,nie,"0,26%",1 342,1 093,EUR,,Co 3M,,,"1,1%","1,0%","1,3%","0,9%",,,,,,
2025,WMGT,FRA:WMGT,IE0000902GT6,Rynki Rozwinięte,Akcje - SRI,WISDOMTREE MEGATRENDS UCITS ETF USD ACC,WisdomTree,Accumulating,2023,Irlandia,Fizyczna,tak,tak,nie,"0,50%",22,716,USD,,,,,,,,,,,,,,
2025,MWOP,FRA:MWOP,IE00016PSX47,Rynki Rozwinięte,Akcje - SRI,AMUNDI MSCI WORLD ESG LEADERS UCITS ETF ACC,Amundi,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,18%",1 673,685,USD,,,,,,,,,,,,,,
2024,LWCR,EPA:LWCR,IE0001GSQ2O9,Rynki Rozwinięte,Akcje - SRI,AMUNDI MSCI WORLD ESG CLIMATE NET ZERO AMBITION CTB UCITS ETF ACC,Amundi,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,20%",1 225,1 138,EUR,,,,,,,,,"558,70",EUR,"414,76","558,7","100,0%","74,2%"
2025,ESAB,FRA:ESAB,IE0004HBJKG0,Rynki Rozwinięte,Akcje - SRI,BNP PARIBAS EASY MSCI ACWI SRI S-SERIES PAB 5% CAPPED UCITS ETF EUR C,BNP Paribas,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,20%",14,445,EUR,,,,,,,,,,,,,,
2025,NTSG,FRA:NTSG,IE00077IIPQ8,Rynki Rozwinięte,Akcje - SRI,WISDOMTREE GLOBAL EFFICIENT CORE UCITS ETF USD ACC,WisdomTree,Accumulating,2024,Irlandia,Fizyczna,nie,tak,tak,"0,25%",31,329,USD,,,,,,,,,,,,,,
2025,FLXA,FRA:FLXA,IE000AZOUN82,Rynki Rozwinięte,Akcje - SRI,FRANKLIN MSCI WORLD CATHOLIC PRINCIPLES UCITS ETF,Franklin,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,27%",114,640,USD,,,,,,,,,,,,,,
2025,JPJSEG,LON:JPJSEG,IE000BXC49I6,Rynki Rozwinięte,Akcje - SRI,INDEX EQUITY SRI PARIS ALIGNED UCITS,J.P. Morgan,Accumulating,2023,Irlandia,Fizyczna,tak,nie,nie,"0,25%",154,415,USD,,,,,,,,,,,,,,
2025,C007,FRA:C007,IE000CL68Z69,Rynki Rozwinięte,Akcje - SRI,AMUNDI MSCI WORLD CLIMATE PARIS ALIGNED UCITS ETF ACC,Amundi,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,20%",1 784,503,USD,,,,,,,,,,,,,,
2025,IART,FRA:IART,IE000G0E83X3,Rynki Rozwinięte,Akcje - SRI,ISHARES AI INNOVATION ACTIVE UCITS ETF USD (ACC),iShares,Accumulating,2025,Irlandia,Fizyczna,nie,tak,nie,"0,73%",62,40,USD,,,,,,,,,,,,,,
2025,MWSH,FRA:MWSH,IE000K1P4V37,Rynki Rozwinięte,Akcje - SRI,AMUNDI MSCI WORLD SRI CLIMATE PARIS ALIGNED UCITS ETF ACC EUR HEDGED,Amundi,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,20%",350,304,EUR,tak,,,,,,,,,,,,,
2025,WINC,FRA:WINC,IE000KJPDY61,Rynki Rozwinięte,Akcje - SRI,ISHARES WORLD EQUITY HIGH INCOME UCITS ETF,iShares,Distributing,2024,Irlandia,Fizyczna,nie,tak,tak,"0,35%",115,257,USD,,Co 3M,,,,,,,,,,,,
2025,AIAA,FRA:AIAA,IE000Q9W2IR3,Rynki Rozwinięte,Akcje - SRI,ISHARES AI ADOPTERS & APPLICATIONS UCITS ETF USD (ACC),iShares,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,35%",159,90,USD,,,,,,,,,,,,,,
2025,CBUV,FRA:CBUV,IE000RN58M26,Rynki Rozwinięte,Akcje - SRI,ISHARES METAVERSE UCITS ETF,iShares,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,50%",100,74,USD,,,,,,,,,,,,,,
2025,MTAV,AMS:MTAV,IE000RN58M26,Rynki Rozwinięte,Akcje - SRI,ISHARES METAVERSE UCITS ETF,iShares,Accumulating,2022,Irlandia,Fizyczna,nie,nie,tak,"0,50%",100,74,USD,,,,,,,,,"11,76",USD,"7,48","12,62","93,2%","59,3%"
2025,ES6Y,FRA:ES6Y,IE000ST40PX8,Rynki Rozwinięte,Akcje - SRI,L&G CYBER SECURITY INNOVATION UCITS ETF USD ACC,L&G,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,49%",13,36,USD,,,,,,,,,,,,,,
2025,AIFS,FRA:AIFS,IE000X59ZHE2,Rynki Rozwinięte,Akcje - SRI,ISHARES AI INFRASTRUCTURE UCITS ETF USD ACCU,iShares,Accumulating,2024,Irlandia,Fizyczna,nie,tak,tak,"0,35%",103,45,USD,,,,,,,,,,,,,,
2025,AHYK,FRA:AHYK,IE000Y77LGG9,Rynki Rozwinięte,Akcje - SRI,AMUNDI MSCI WORLD SRI CLIMATE PARIS ALIGNED UCITS ETF ACC,Amundi,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,18%",3 068,304,EUR,,,,,,,,,"13,37",EUR,13,"14,48","92,3%","89,8%"
2024,FOFD,FRA:FOFD,IE000ZOKLHY7,Rynki Rozwinięte,Akcje - SRI,FRANKLIN FUTURE OF FOOD UCITS ETF ,Franklin,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,30%",4,60,USD,,,,,,,,,,,,,,
2025,XDWY,FRA:XDWY,IE00BCHWNQ94,Rynki Rozwinięte,Akcje - SRI,XTRACKERS MSCI WORLD SCREENED UCITS ETF 1D,Xtrackers,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,19%",114,1 195,USD,,Co 3M,,,"2,9%","4,0%","1,7%","1,9%",,,,,,
2025,AWSG,LON:AWSG,IE00BDR55B48,Rynki Rozwinięte,Akcje - SRI,UBS MSCI ACWI SOCIALLY RESPONSIBLE UCITS ETF HGBP DIS,UBS,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,28%",356,565,GBP,tak,Co 6M,,,"1,3%","1,2%","1,5%","1,4%","1 947,60",GBX,"1381,72","1947,6","100,0%","70,9%"
2020,SUWS,LON:SUWS,IE00BDZZTM54,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SRI UCITS ETF EUR ,iShares,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,20%",1 446,366,USD,,Co 3M,"1,8%","1,4%","1,6%","1,4%","1,8%","1,6%","10,76",USD,"7,83","10,76","100,0%","72,8%"
2023,JREG,LON:JREG,IE00BF4G6Y48,Rynki Rozwinięte,Akcje - SRI,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY (ESG) UCITS ETF USD (ACC),J.P. Morgan,Accumulating,2018,Irlandia,Fizyczna,tak,nie,tak,"0,25%",5 779,669,USD,,,,,,,,,"61,00",USD,"42,52",61,"100,0%","69,7%"
2025,JREG,FRA:JREG,IE00BF4G6Y48,Rynki Rozwinięte,Akcje - SRI,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY (ESG) UCITS ETF USD (ACC),J.P. Morgan,Accumulating,2018,Irlandia,Fizyczna,nie,tak,nie,"0,25%",5 779,669,USD,,,,,,,,,,,,,,
2023,SAWD,LON:SAWD,IE00BFNM3J75,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD ESG SCREENED UCITS ETF,iShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,nie,"0,20%",3 883,1 224,USD,,,,,,,,,"12,46",USD,"8,49","12,46","100,0%","68,1%"
2020,SNAW,FRA:SNAW,IE00BFNM3J75,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD ESG SCREENED UCITS ETF,iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,20%",3 883,1 224,USD,,,,,,,,,,,,,,
2025,S6DW,FRA:S6DW,IE00BFNM3K80,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SCREENED UCITS ETF USD (DIST),iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,20%",803,1 224,USD,,Co 6M,,,"1,6%","1,4%","1,8%","1,6%",,,,,,
2020,EDMW,FRA:EDMW,IE00BHZPJ569,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD ESG ENHANCED UCITS ,iShares,Accumulating,2019,Irlandia,Fizyczna,nie,tak,tak,"0,20%",4 134,1 139,USD,,,,,,,,,,,,,,
2025,ESGW,LON:ESGW,IE00BJQRDK83,Rynki Rozwinięte,Akcje - SRI,INVESCO MSCI WORLD ESG UNIVERSAL SCREENED UCITS ETF ACC,Invesco,Accumulating,2019,Irlandia,Fizyczna,tak,nie,nie,"0,19%",201,1 238,USD,,,,,,,,,"95,00",USD,"66,14","95,35","99,6%","69,4%"
2025,ESGG,LON:ESGG,IE00BJQRDK83,Rynki Rozwinięte,Akcje - SRI,INVESCO MSCI WORLD ESG UNIVERSAL SCREENED UCITS ETF ACC,Invesco,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,19%",201,1 238,USD,,,,,,,,,"7 062,00",GBX,5126,7166,"98,5%","71,5%"
2025,SYBJ,FRA:SYBJ,IE00BK72HH44,Rynki Rozwinięte,Akcje - SRI,UBS MSCI WORLD SOCIALLY RESPONSIBLE UCITS ETF USD DIS,UBS,Distributing,2020,Irlandia,Fizyczna,nie,tak,nie,"0,19%",301,366,USD,,Co 6M,,,"1,4%","1,2%","1,6%","1,5%",,,,,,
